SKU ID,SKU Subdivision,SKU Region,SKU Province,Farm ID,Farm Province,Farm Latitude,Farm Longitude
4326,Tomato,Miền Bắc,TP. Hải Phòng,DC04,,,
4326,Tomato,Miền Bắc,T. Bắc Giang,DC03,HẢI DƯƠNG,20.902447,106.439247
4326,Tomato,Miền Bắc,T. Bắc Kạn,DC03,HẢI DƯƠNG,20.902447,106.439247
4326,Tomato,Miền Bắc,T. Bắc Ninh,DC03,HẢI DƯƠNG,20.902447,106.439247
4326,Tomato,Miền Bắc,T. Cao Bằng,DC03,HẢI DƯƠNG,20.902447,106.439247
4326,Tomato,Miền Bắc,T. Hà Giang,DC01,HƯNG YÊN,20.914679,106.075413
4326,Tomato,Miền Bắc,T. Hòa Bình,DC01,HƯNG YÊN,20.914679,106.075413
4326,Tomato,Miền Bắc,T. Lai Châu,DC01,HƯNG YÊN,20.914679,106.075413
4326,Tomato,Miền Bắc,T. Lào Cai,DC01,HƯNG YÊN,20.914679,106.075413
4326,Tomato,Miền Bắc,T. Lạng Sơn,DC03,HẢI DƯƠNG,20.902447,106.439247
4326,Tomato,Miền Bắc,T. Phú Thọ,DC01,HƯNG YÊN,20.914679,106.075413
4326,Tomato,Miền Bắc,T. Quảng Ninh,DC04,,,
4326,Tomato,Miền Bắc,T. Sơn La,DC01,HƯNG YÊN,20.914679,106.075413
4326,Tomato,Miền Bắc,T. Thái Nguyên,DC03,HẢI DƯƠNG,20.902447,106.439247
4326,Tomato,Miền Bắc,T. Tuyên Quang,DC01,HƯNG YÊN,20.914679,106.075413
4326,Tomato,Miền Bắc,T. Vĩnh Phúc,DC01,HƯNG YÊN,20.914679,106.075413
4326,Tomato,Miền Bắc,T. Yên Bái,DC01,HƯNG YÊN,20.914679,106.075413
4326,Tomato,Miền Bắc,T. Điện Biên,DC01,HƯNG YÊN,20.914679,106.075413
4326,Tomato,Miền Trung,T. Quảng Bình,DC06,NGHỆ AN,18.829766,105.661935
4326,Tomato,Miền Trung,T. Quảng Trị,DC06,NGHỆ AN,18.829766,105.661935
4326,Tomato,Miền Trung,TP. Huế,DC06,NGHỆ AN,18.829766,105.661935
4326,Tomato,Miền Trung,T. Bình Định,DC05,BÌNH DƯƠNG,10.903039,106.757201
4326,Tomato,Miền Trung,T. Khánh Hòa,DC05,BÌNH DƯƠNG,10.903039,106.757201
4326,Tomato,Miền Trung,T. Phú Yên,DC05,BÌNH DƯƠNG,10.903039,106.757201
4326,Tomato,Miền Trung,T. Quảng Nam,DC07,ĐÀ NẴNG,16.079667,108.138906
4326,Tomato,Miền Trung,T. Quảng Ngãi,DC07,ĐÀ NẴNG,16.079667,108.138906
4326,Tomato,Miền Trung,TP. Đà Nẵng,DC07,ĐÀ NẴNG,16.079667,108.138906
4326,Tomato,Miền Trung,T. Gia Lai,DC05,BÌNH DƯƠNG,10.903039,106.757201
4326,Tomato,Miền Trung,T. Kon Tum,DC05,BÌNH DƯƠNG,10.903039,106.757201
4326,Tomato,Miền Trung,T. Đắk Lắk,DC05,BÌNH DƯƠNG,10.903039,106.757201
4326,Tomato,Miền Trung,T. Đắk Nông,DC05,BÌNH DƯƠNG,10.903039,106.757201
4326,Tomato,Miền Trung,T. Ninh Thuận,DC05,BÌNH DƯƠNG,10.903039,106.757201
4326,Tomato,Miền Tây,T. An Giang,DC09,BÌNH DƯƠNG,10.950077,106.73098
4326,Tomato,Miền Tây,T. Bạc Liêu,DC09,BÌNH DƯƠNG,10.950077,106.73098
4326,Tomato,Miền Tây,T. Bến Tre,DC09,BÌNH DƯƠNG,10.950077,106.73098
4326,Tomato,Miền Tây,T. Cà Mau,DC09,BÌNH DƯƠNG,10.950077,106.73098
4326,Tomato,Miền Tây,T. Kiên Giang,DC09,BÌNH DƯƠNG,10.950077,106.73098
4326,Tomato,Miền Tây,T. Long An,DC09,BÌNH DƯƠNG,10.950077,106.73098
4326,Tomato,Miền Tây,T. Sóc Trăng,DC09,BÌNH DƯƠNG,10.950077,106.73098
4326,Tomato,Miền Tây,T. Tiền Giang,DC09,BÌNH DƯƠNG,10.950077,106.73098
4326,Tomato,Miền Tây,T. Trà Vinh,DC09,BÌNH DƯƠNG,10.950077,106.73098
4326,Tomato,Miền Tây,T. Vĩnh Long,DC09,BÌNH DƯƠNG,10.950077,106.73098
4326,Tomato,Miền Tây,T. Đồng Tháp,DC09,BÌNH DƯƠNG,10.950077,106.73098
4326,Tomato,Miền Tây,TP. Cần Thơ,DC09,BÌNH DƯƠNG,10.950077,106.73098
4326,Tomato,Miền Đông,T. Bà Rịa - Vũng Tàu,DC09,BÌNH DƯƠNG,10.950077,106.73098
4326,Tomato,Miền Đông,T. Bình Dương,DC05,BÌNH DƯƠNG,10.903039,106.757201
4326,Tomato,Miền Đông,T. Bình Phước,DC09,BÌNH DƯƠNG,10.950077,106.73098
4326,Tomato,Miền Đông,T. Bình Thuận,DC05,BÌNH DƯƠNG,10.903039,106.757201
4326,Tomato,Miền Đông,T. Lâm Đồng,DC05,BÌNH DƯƠNG,10.903039,106.757201
4326,Tomato,Miền Đông,T. Tây Ninh,DC05,BÌNH DƯƠNG,10.903039,106.757201
4326,Tomato,Miền Đông,T. Đồng Nai,DC09,BÌNH DƯƠNG,10.950077,106.73098
2327,Broccoli,Miền Trung,T. Khánh Hòa,DC12,ĐỒNG NAI,10.789921,106.990776
2327,Broccoli,Miền Trung,T. Kon Tum,DC12,ĐỒNG NAI,10.789921,106.990776
2327,Broccoli,Miền Trung,T. Đắk Lắk,DC12,ĐỒNG NAI,10.789921,106.990776
2327,Broccoli,Miền Trung,T. Ninh Thuận,DC12,ĐỒNG NAI,10.789921,106.990776
2327,Broccoli,Miền Tây,T. An Giang,DC12,ĐỒNG NAI,10.789921,106.990776
2327,Broccoli,Miền Tây,T. Bạc Liêu,DC12,ĐỒNG NAI,10.789921,106.990776
2327,Broccoli,Miền Tây,T. Bến Tre,DC12,ĐỒNG NAI,10.789921,106.990776
2327,Broccoli,Miền Tây,T. Cà Mau,DC12,ĐỒNG NAI,10.789921,106.990776
2327,Broccoli,Miền Tây,T. Hậu Giang,DC12,ĐỒNG NAI,10.789921,106.990776
2327,Broccoli,Miền Tây,T. Long An,DC12,ĐỒNG NAI,10.789921,106.990776
2327,Broccoli,Miền Tây,T. Sóc Trăng,DC12,ĐỒNG NAI,10.789921,106.990776
2327,Broccoli,Miền Tây,T. Tiền Giang,DC12,ĐỒNG NAI,10.789921,106.990776
2327,Broccoli,Miền Tây,T. Trà Vinh,DC12,ĐỒNG NAI,10.789921,106.990776
2327,Broccoli,Miền Tây,T. Đồng Tháp,DC12,ĐỒNG NAI,10.789921,106.990776
2327,Broccoli,Miền Tây,TP. Cần Thơ,DC12,ĐỒNG NAI,10.789921,106.990776
2126,Broccoli,Miền Bắc,T. Hà Nam,DC14,NGHỆ AN,18.829766,105.661935
2126,Broccoli,Miền Bắc,T. Thái Bình,DC10,HẢI DƯƠNG,15.78748,101.810237
2126,Broccoli,Miền Bắc,T. Lai Châu,DC11,HƯNG YÊN,15.783698,101.810236
2126,Broccoli,Miền Bắc,T. Tuyên Quang,DC11,HƯNG YÊN,15.783698,101.810236
2126,Broccoli,Miền Trung,T. Quảng Bình,DC14,NGHỆ AN,18.829766,105.661935
2139,Broccoli,Miền Tây,T. Sóc Trăng,DC12,ĐỒNG NAI,10.789921,106.990776
2022,Broccoli,Miền Trung,T. Khánh Hòa,DC12,ĐỒNG NAI,10.789921,106.990776
2022,Broccoli,Miền Trung,T. Phú Yên,DC12,ĐỒNG NAI,10.789921,106.990776
2021,Broccoli,Miền Trung,T. Khánh Hòa,DC12,ĐỒNG NAI,10.789921,106.990776
2021,Broccoli,Miền Trung,T. Kon Tum,DC12,ĐỒNG NAI,10.789921,106.990776
2021,Broccoli,Miền Tây,T. Bến Tre,DC12,ĐỒNG NAI,10.789921,106.990776
2021,Broccoli,Miền Tây,T. Sóc Trăng,DC12,ĐỒNG NAI,10.789921,106.990776
2021,Broccoli,Miền Tây,T. Tiền Giang,DC12,ĐỒNG NAI,10.789921,106.990776
2021,Broccoli,Miền Tây,T. Vĩnh Long,DC12,ĐỒNG NAI,10.789921,106.990776
2021,Broccoli,Miền Tây,T. Đồng Tháp,DC12,ĐỒNG NAI,10.789921,106.990776
2305,Broccoli,Miền Trung,T. Khánh Hòa,DC12,ĐỒNG NAI,10.789921,106.990776
2305,Broccoli,Miền Bắc,T. Nghệ An,DC14,NGHỆ AN,18.829766,105.661935
2305,Broccoli,Miền Trung,T. Phú Yên,DC12,ĐỒNG NAI,10.789921,106.990776
2305,Broccoli,Miền Tây,T. Bến Tre,DC12,ĐỒNG NAI,10.789921,106.990776
2305,Broccoli,Miền Tây,T. Sóc Trăng,DC12,ĐỒNG NAI,10.789921,106.990776
2305,Broccoli,Miền Tây,T. Tiền Giang,DC12,ĐỒNG NAI,10.789921,106.990776
2305,Broccoli,Miền Tây,T. Đồng Tháp,DC12,ĐỒNG NAI,10.789921,106.990776
2023,Broccoli,Miền Trung,T. Đắk Lắk,DC12,ĐỒNG NAI,10.789921,106.990776
2129,Broccoli,Miền Tây,T. Bến Tre,DC12,ĐỒNG NAI,10.789921,106.990776
2129,Broccoli,Miền Tây,T. Tiền Giang,DC12,ĐỒNG NAI,10.789921,106.990776
2328,Broccoli,Miền Bắc,T. Nghệ An,DC14,NGHỆ AN,18.829766,105.661935
2304,Broccoli,Miền Trung,T. Khánh Hòa,DC12,ĐỒNG NAI,10.789921,106.990776
2304,Broccoli,Miền Trung,T. Phú Yên,DC12,ĐỒNG NAI,10.789921,106.990776
2304,Broccoli,Miền Trung,T. Kon Tum,DC12,ĐỒNG NAI,10.789921,106.990776
2304,Broccoli,Miền Trung,T. Ninh Thuận,DC12,ĐỒNG NAI,10.789921,106.990776
2304,Broccoli,Miền Tây,T. Sóc Trăng,DC12,ĐỒNG NAI,10.789921,106.990776
2304,Broccoli,Miền Tây,T. Trà Vinh,DC12,ĐỒNG NAI,10.789921,106.990776
2304,Broccoli,Miền Tây,TP. Cần Thơ,DC12,ĐỒNG NAI,10.789921,106.990776
2329,Broccoli,Miền Bắc,T. Nghệ An,DC14,NGHỆ AN,18.829766,105.661935
2329,Broccoli,Miền Trung,T. Đắk Lắk,DC12,ĐỒNG NAI,10.789921,106.990776
2329,Broccoli,Miền Tây,TP. Cần Thơ,DC12,ĐỒNG NAI,10.789921,106.990776
2330,Broccoli,HCM,TP. Hồ Chí Minh,DC08,HỒ CHÍ MINH,10.806908,106.607708
2330,Broccoli,Miền Bắc,T. Hà Tĩnh,DC06,NGHỆ AN,18.829766,105.661935
2330,Broccoli,Miền Bắc,T. Thanh Hóa,DC06,NGHỆ AN,18.829766,105.661935
2330,Broccoli,Miền Bắc,T. Hưng Yên,DC01,HƯNG YÊN,20.914679,106.075413
2330,Broccoli,Miền Bắc,T. Nam Định,DC06,NGHỆ AN,18.829766,105.661935
2330,Broccoli,Miền Bắc,T. Thái Bình,DC04,,,
2330,Broccoli,Miền Bắc,TP. Hà Nội,DC01,HƯNG YÊN,20.914679,106.075413
2330,Broccoli,Miền Bắc,TP. Hải Phòng,DC04,,,
2330,Broccoli,Miền Bắc,T. Bắc Ninh,DC03,HẢI DƯƠNG,20.902447,106.439247
2330,Broccoli,Miền Bắc,T. Lai Châu,DC01,HƯNG YÊN,20.914679,106.075413
2330,Broccoli,Miền Bắc,T. Lào Cai,DC01,HƯNG YÊN,20.914679,106.075413
2330,Broccoli,Miền Bắc,T. Quảng Ninh,DC04,,,
2330,Broccoli,Miền Bắc,T. Sơn La,DC01,HƯNG YÊN,20.914679,106.075413
2330,Broccoli,Miền Bắc,T. Tuyên Quang,DC01,HƯNG YÊN,20.914679,106.075413
2330,Broccoli,Miền Trung,T. Quảng Bình,DC06,NGHỆ AN,18.829766,105.661935
2330,Broccoli,Miền Trung,T. Bình Định,DC05,BÌNH DƯƠNG,10.903039,106.757201
2330,Broccoli,Miền Trung,T. Khánh Hòa,DC05,BÌNH DƯƠNG,10.903039,106.757201
2330,Broccoli,Miền Trung,T. Quảng Nam,DC07,ĐÀ NẴNG,16.079667,108.138906
2330,Broccoli,Miền Trung,T. Quảng Ngãi,DC07,ĐÀ NẴNG,16.079667,108.138906
2330,Broccoli,Miền Trung,T. Gia Lai,DC05,BÌNH DƯƠNG,10.903039,106.757201
2330,Broccoli,Miền Trung,T. Ninh Thuận,DC05,BÌNH DƯƠNG,10.903039,106.757201
2330,Broccoli,Miền Tây,T. Bến Tre,DC09,BÌNH DƯƠNG,10.950077,106.73098
2330,Broccoli,Miền Tây,T. Cà Mau,DC09,BÌNH DƯƠNG,10.950077,106.73098
2330,Broccoli,Miền Tây,T. Kiên Giang,DC09,BÌNH DƯƠNG,10.950077,106.73098
2330,Broccoli,Miền Đông,T. Bình Phước,DC09,BÌNH DƯƠNG,10.950077,106.73098
3080,Spinach,Miền Tây,T. An Giang,DC09,BÌNH DƯƠNG,10.950077,106.73098
3080,Spinach,Miền Tây,T. Bạc Liêu,DC09,BÌNH DƯƠNG,10.950077,106.73098
3080,Spinach,Miền Tây,T. Bến Tre,DC09,BÌNH DƯƠNG,10.950077,106.73098
3080,Spinach,Miền Tây,T. Cà Mau,DC09,BÌNH DƯƠNG,10.950077,106.73098
3080,Spinach,Miền Tây,T. Kiên Giang,DC09,BÌNH DƯƠNG,10.950077,106.73098
3080,Spinach,Miền Tây,T. Long An,DC09,BÌNH DƯƠNG,10.950077,106.73098
3080,Spinach,Miền Tây,T. Sóc Trăng,DC09,BÌNH DƯƠNG,10.950077,106.73098
3080,Spinach,Miền Tây,T. Tiền Giang,DC09,BÌNH DƯƠNG,10.950077,106.73098
3080,Spinach,Miền Tây,T. Trà Vinh,DC09,BÌNH DƯƠNG,10.950077,106.73098
3080,Spinach,Miền Tây,T. Vĩnh Long,DC09,BÌNH DƯƠNG,10.950077,106.73098
3080,Spinach,Miền Tây,T. Đồng Tháp,DC09,BÌNH DƯƠNG,10.950077,106.73098
3080,Spinach,Miền Tây,TP. Cần Thơ,DC09,BÌNH DƯƠNG,10.950077,106.73098
3080,Spinach,Miền Đông,T. Bà Rịa - Vũng Tàu,DC09,BÌNH DƯƠNG,10.950077,106.73098
3080,Spinach,Miền Đông,T. Bình Phước,DC09,BÌNH DƯƠNG,10.950077,106.73098
3080,Spinach,Miền Đông,T. Bình Thuận,DC05,BÌNH DƯƠNG,10.903039,106.757201
3080,Spinach,Miền Đông,T. Lâm Đồng,DC05,BÌNH DƯƠNG,10.903039,106.757201
3080,Spinach,Miền Đông,T. Tây Ninh,DC05,BÌNH DƯƠNG,10.903039,106.757201
3080,Spinach,Miền Đông,T. Đồng Nai,DC09,BÌNH DƯƠNG,10.950077,106.73098
3083,Spinach,Miền Tây,T. An Giang,DC09,BÌNH DƯƠNG,10.950077,106.73098
3083,Spinach,Miền Tây,T. Bạc Liêu,DC09,BÌNH DƯƠNG,10.950077,106.73098
3083,Spinach,Miền Tây,T. Bến Tre,DC09,BÌNH DƯƠNG,10.950077,106.73098
3083,Spinach,Miền Tây,T. Cà Mau,DC09,BÌNH DƯƠNG,10.950077,106.73098
3083,Spinach,Miền Tây,T. Kiên Giang,DC09,BÌNH DƯƠNG,10.950077,106.73098
3083,Spinach,Miền Tây,T. Long An,DC09,BÌNH DƯƠNG,10.950077,106.73098
3083,Spinach,Miền Tây,T. Sóc Trăng,DC09,BÌNH DƯƠNG,10.950077,106.73098
3083,Spinach,Miền Tây,T. Tiền Giang,DC09,BÌNH DƯƠNG,10.950077,106.73098
3083,Spinach,Miền Tây,T. Trà Vinh,DC09,BÌNH DƯƠNG,10.950077,106.73098
3083,Spinach,Miền Tây,T. Vĩnh Long,DC09,BÌNH DƯƠNG,10.950077,106.73098
3083,Spinach,Miền Tây,T. Đồng Tháp,DC09,BÌNH DƯƠNG,10.950077,106.73098
3083,Spinach,Miền Đông,T. Bà Rịa - Vũng Tàu,DC09,BÌNH DƯƠNG,10.950077,106.73098
3083,Spinach,Miền Đông,T. Bình Phước,DC09,BÌNH DƯƠNG,10.950077,106.73098
3083,Spinach,Miền Đông,T. Bình Thuận,DC05,BÌNH DƯƠNG,10.903039,106.757201
3083,Spinach,Miền Đông,T. Lâm Đồng,DC05,BÌNH DƯƠNG,10.903039,106.757201
3083,Spinach,Miền Đông,T. Tây Ninh,DC05,BÌNH DƯƠNG,10.903039,106.757201
3083,Spinach,Miền Đông,T. Đồng Nai,DC09,BÌNH DƯƠNG,10.950077,106.73098
3057,Spinach,Miền Tây,T. An Giang,DC02,CẦN THƠ,10.001594,105.774215
3057,Spinach,Miền Tây,T. Bạc Liêu,DC02,CẦN THƠ,10.001594,105.774215
3057,Spinach,Miền Tây,T. Bến Tre,DC02,CẦN THƠ,10.001594,105.774215
3057,Spinach,Miền Tây,T. Cà Mau,DC02,CẦN THƠ,10.001594,105.774215
3057,Spinach,Miền Tây,T. Kiên Giang,DC02,CẦN THƠ,10.001594,105.774215
3057,Spinach,Miền Tây,T. Long An,DC02,CẦN THƠ,10.001594,105.774215
3057,Spinach,Miền Tây,T. Sóc Trăng,DC02,CẦN THƠ,10.001594,105.774215
3057,Spinach,Miền Tây,T. Tiền Giang,DC02,CẦN THƠ,10.001594,105.774215
3057,Spinach,Miền Tây,T. Trà Vinh,DC02,CẦN THƠ,10.001594,105.774215
3057,Spinach,Miền Tây,T. Vĩnh Long,DC02,CẦN THƠ,10.001594,105.774215
3057,Spinach,Miền Tây,T. Đồng Tháp,DC02,CẦN THƠ,10.001594,105.774215
3057,Spinach,Miền Tây,TP. Cần Thơ,DC02,CẦN THƠ,10.001594,105.774215
3051,Spinach,Miền Bắc,T. Hà Tĩnh,DC06,NGHỆ AN,18.829766,105.661935
3051,Spinach,Miền Bắc,T. Thanh Hóa,DC06,NGHỆ AN,18.829766,105.661935
3051,Spinach,Miền Bắc,T. Hà Nam,DC06,NGHỆ AN,18.829766,105.661935
3051,Spinach,Miền Bắc,T. Hải Dương,DC03,HẢI DƯƠNG,20.902447,106.439247
3051,Spinach,Miền Bắc,T. Nam Định,DC06,NGHỆ AN,18.829766,105.661935
3051,Spinach,Miền Bắc,T. Ninh Bình,DC06,NGHỆ AN,18.829766,105.661935
3051,Spinach,Miền Bắc,T. Thái Bình,DC04,,,
3051,Spinach,Miền Bắc,T. Bắc Giang,DC03,HẢI DƯƠNG,20.902447,106.439247
3051,Spinach,Miền Bắc,T. Bắc Kạn,DC03,HẢI DƯƠNG,20.902447,106.439247
3051,Spinach,Miền Bắc,T. Bắc Ninh,DC03,HẢI DƯƠNG,20.902447,106.439247
3051,Spinach,Miền Bắc,T. Cao Bằng,DC03,HẢI DƯƠNG,20.902447,106.439247
3051,Spinach,Miền Bắc,T. Hà Giang,DC01,HƯNG YÊN,20.914679,106.075413
3051,Spinach,Miền Bắc,T. Hòa Bình,DC01,HƯNG YÊN,20.914679,106.075413
3051,Spinach,Miền Bắc,T. Lai Châu,DC01,HƯNG YÊN,20.914679,106.075413
3051,Spinach,Miền Bắc,T. Lào Cai,DC01,HƯNG YÊN,20.914679,106.075413
3051,Spinach,Miền Bắc,T. Lạng Sơn,DC03,HẢI DƯƠNG,20.902447,106.439247
3051,Spinach,Miền Bắc,T. Phú Thọ,DC01,HƯNG YÊN,20.914679,106.075413
3051,Spinach,Miền Bắc,T. Quảng Ninh,DC04,,,
3051,Spinach,Miền Bắc,T. Sơn La,DC01,HƯNG YÊN,20.914679,106.075413
3051,Spinach,Miền Bắc,T. Thái Nguyên,DC03,HẢI DƯƠNG,20.902447,106.439247
3051,Spinach,Miền Bắc,T. Tuyên Quang,DC01,HƯNG YÊN,20.914679,106.075413
3051,Spinach,Miền Bắc,T. Vĩnh Phúc,DC01,HƯNG YÊN,20.914679,106.075413
3051,Spinach,Miền Bắc,T. Yên Bái,DC01,HƯNG YÊN,20.914679,106.075413
3051,Spinach,Miền Bắc,T. Điện Biên,DC01,HƯNG YÊN,20.914679,106.075413
5331,Cucumber,HCM,TP. Hồ Chí Minh,DC08,HỒ CHÍ MINH,10.806908,106.607708
5331,Cucumber,Miền Bắc,T. Hà Tĩnh,DC06,NGHỆ AN,18.829766,105.661935
5331,Cucumber,Miền Bắc,T. Nghệ An,DC06,NGHỆ AN,18.829766,105.661935
5331,Cucumber,Miền Bắc,T. Thanh Hóa,DC06,NGHỆ AN,18.829766,105.661935
5331,Cucumber,Miền Bắc,T. Hải Dương,DC03,HẢI DƯƠNG,20.902447,106.439247
5331,Cucumber,Miền Bắc,TP. Hà Nội,DC01,HƯNG YÊN,20.914679,106.075413
5331,Cucumber,Miền Bắc,T. Hà Nam,DC06,NGHỆ AN,18.829766,105.661935
5331,Cucumber,Miền Bắc,T. Hưng Yên,DC01,HƯNG YÊN,20.914679,106.075413
5331,Cucumber,Miền Bắc,T. Nam Định,DC06,NGHỆ AN,18.829766,105.661935
5331,Cucumber,Miền Bắc,T. Ninh Bình,DC06,NGHỆ AN,18.829766,105.661935
5331,Cucumber,Miền Bắc,T. Thái Bình,DC04,,,
5331,Cucumber,Miền Bắc,TP. Hải Phòng,DC04,,,
5331,Cucumber,Miền Bắc,T. Bắc Giang,DC03,HẢI DƯƠNG,20.902447,106.439247
5331,Cucumber,Miền Bắc,T. Bắc Ninh,DC03,HẢI DƯƠNG,20.902447,106.439247
5331,Cucumber,Miền Bắc,T. Quảng Ninh,DC04,,,
5331,Cucumber,Miền Bắc,T. Bắc Kạn,DC03,HẢI DƯƠNG,20.902447,106.439247
5331,Cucumber,Miền Bắc,T. Cao Bằng,DC03,HẢI DƯƠNG,20.902447,106.439247
5331,Cucumber,Miền Bắc,T. Hà Giang,DC01,HƯNG YÊN,20.914679,106.075413
5331,Cucumber,Miền Bắc,T. Hòa Bình,DC01,HƯNG YÊN,20.914679,106.075413
5331,Cucumber,Miền Bắc,T. Lai Châu,DC01,HƯNG YÊN,20.914679,106.075413
5331,Cucumber,Miền Bắc,T. Lào Cai,DC01,HƯNG YÊN,20.914679,106.075413
5331,Cucumber,Miền Bắc,T. Lạng Sơn,DC03,HẢI DƯƠNG,20.902447,106.439247
5331,Cucumber,Miền Bắc,T. Phú Thọ,DC01,HƯNG YÊN,20.914679,106.075413
5331,Cucumber,Miền Bắc,T. Sơn La,DC01,HƯNG YÊN,20.914679,106.075413
5331,Cucumber,Miền Bắc,T. Thái Nguyên,DC03,HẢI DƯƠNG,20.902447,106.439247
5331,Cucumber,Miền Bắc,T. Tuyên Quang,DC01,HƯNG YÊN,20.914679,106.075413
5331,Cucumber,Miền Bắc,T. Vĩnh Phúc,DC01,HƯNG YÊN,20.914679,106.075413
5331,Cucumber,Miền Bắc,T. Yên Bái,DC01,HƯNG YÊN,20.914679,106.075413
5331,Cucumber,Miền Bắc,T. Điện Biên,DC01,HƯNG YÊN,20.914679,106.075413
5331,Cucumber,Miền Trung,T. Quảng Bình,DC06,NGHỆ AN,18.829766,105.661935
5331,Cucumber,Miền Trung,T. Quảng Trị,DC06,NGHỆ AN,18.829766,105.661935
5331,Cucumber,Miền Trung,TP. Huế,DC06,NGHỆ AN,18.829766,105.661935
5331,Cucumber,Miền Trung,T. Bình Định,DC05,BÌNH DƯƠNG,10.903039,106.757201
5331,Cucumber,Miền Trung,T. Khánh Hòa,DC05,BÌNH DƯƠNG,10.903039,106.757201
5331,Cucumber,Miền Trung,T. Phú Yên,DC05,BÌNH DƯƠNG,10.903039,106.757201
5331,Cucumber,Miền Trung,T. Quảng Nam,DC07,ĐÀ NẴNG,16.079667,108.138906
5331,Cucumber,Miền Trung,T. Quảng Ngãi,DC07,ĐÀ NẴNG,16.079667,108.138906
5331,Cucumber,Miền Trung,TP. Đà Nẵng,DC07,ĐÀ NẴNG,16.079667,108.138906
5331,Cucumber,Miền Trung,T. Gia Lai,DC05,BÌNH DƯƠNG,10.903039,106.757201
5331,Cucumber,Miền Trung,T. Kon Tum,DC05,BÌNH DƯƠNG,10.903039,106.757201
5331,Cucumber,Miền Trung,T. Đắk Lắk,DC05,BÌNH DƯƠNG,10.903039,106.757201
5331,Cucumber,Miền Trung,T. Đắk Nông,DC05,BÌNH DƯƠNG,10.903039,106.757201
5331,Cucumber,Miền Trung,T. Ninh Thuận,DC05,BÌNH DƯƠNG,10.903039,106.757201
5331,Cucumber,Miền Tây,T. Bến Tre,DC09,BÌNH DƯƠNG,10.950077,106.73098
5331,Cucumber,Miền Tây,T. Long An,DC09,BÌNH DƯƠNG,10.950077,106.73098
5331,Cucumber,Miền Tây,T. Tiền Giang,DC09,BÌNH DƯƠNG,10.950077,106.73098
5331,Cucumber,Miền Tây,T. Vĩnh Long,DC09,BÌNH DƯƠNG,10.950077,106.73098
5331,Cucumber,Miền Tây,T. Đồng Tháp,DC09,BÌNH DƯƠNG,10.950077,106.73098
5331,Cucumber,Miền Tây,TP. Cần Thơ,DC09,BÌNH DƯƠNG,10.950077,106.73098
5331,Cucumber,Miền Tây,T. An Giang,DC09,BÌNH DƯƠNG,10.950077,106.73098
5331,Cucumber,Miền Tây,T. Bạc Liêu,DC09,BÌNH DƯƠNG,10.950077,106.73098
5331,Cucumber,Miền Tây,T. Cà Mau,DC09,BÌNH DƯƠNG,10.950077,106.73098
5331,Cucumber,Miền Tây,T. Kiên Giang,DC09,BÌNH DƯƠNG,10.950077,106.73098
5331,Cucumber,Miền Tây,T. Sóc Trăng,DC09,BÌNH DƯƠNG,10.950077,106.73098
5331,Cucumber,Miền Tây,T. Trà Vinh,DC09,BÌNH DƯƠNG,10.950077,106.73098
5331,Cucumber,Miền Đông,T. Bà Rịa - Vũng Tàu,DC09,BÌNH DƯƠNG,10.950077,106.73098
5331,Cucumber,Miền Đông,T. Bình Dương,DC05,BÌNH DƯƠNG,10.903039,106.757201
5331,Cucumber,Miền Đông,T. Bình Phước,DC09,BÌNH DƯƠNG,10.950077,106.73098
5331,Cucumber,Miền Đông,T. Bình Thuận,DC05,BÌNH DƯƠNG,10.903039,106.757201
5331,Cucumber,Miền Đông,T. Lâm Đồng,DC05,BÌNH DƯƠNG,10.903039,106.757201
5331,Cucumber,Miền Đông,T. Tây Ninh,DC05,BÌNH DƯƠNG,10.903039,106.757201
5331,Cucumber,Miền Đông,T. Đồng Nai,DC09,BÌNH DƯƠNG,10.950077,106.73098
4036,Tomato,Miền Trung,TP. Huế,DC06,NGHỆ AN,18.829766,105.661935
5332,Cucumber,Miền Bắc,T. Hà Tĩnh,DC06,NGHỆ AN,18.829766,105.661935
5332,Cucumber,Miền Bắc,T. Nghệ An,DC06,NGHỆ AN,18.829766,105.661935
5332,Cucumber,Miền Bắc,T. Thanh Hóa,DC06,NGHỆ AN,18.829766,105.661935
5332,Cucumber,Miền Bắc,T. Hải Dương,DC03,HẢI DƯƠNG,20.902447,106.439247
5332,Cucumber,Miền Bắc,TP. Hà Nội,DC01,HƯNG YÊN,20.914679,106.075413
5332,Cucumber,Miền Bắc,T. Hà Nam,DC06,NGHỆ AN,18.829766,105.661935
5332,Cucumber,Miền Bắc,T. Hưng Yên,DC01,HƯNG YÊN,20.914679,106.075413
5332,Cucumber,Miền Bắc,T. Nam Định,DC06,NGHỆ AN,18.829766,105.661935
5332,Cucumber,Miền Bắc,T. Ninh Bình,DC06,NGHỆ AN,18.829766,105.661935
5332,Cucumber,Miền Bắc,T. Thái Bình,DC04,,,
5332,Cucumber,Miền Bắc,TP. Hải Phòng,DC04,,,
5332,Cucumber,Miền Bắc,T. Bắc Giang,DC03,HẢI DƯƠNG,20.902447,106.439247
5332,Cucumber,Miền Bắc,T. Bắc Ninh,DC03,HẢI DƯƠNG,20.902447,106.439247
5332,Cucumber,Miền Bắc,T. Quảng Ninh,DC04,,,
5332,Cucumber,Miền Bắc,T. Bắc Kạn,DC03,HẢI DƯƠNG,20.902447,106.439247
